ID,"SKOS:prefLabel ""es""","skos:definition ""es""","SKOS:prefLabel ""en""","SKOS:prefLabel ""en""","skos:definition ""en""",SKOS:ExactMatch,SKOS:CloseMatch,SKOS:broader,SKOS:narrower,dc:source,"skos:historyNote ""es""","skos:scopeNote ""es""",gml:lowerCorner,gml:upperCorner,owl:deprecated
ANPRC,Área Natural Protegida Rocas Coloradas,"Es un Área Natural Protegida provincial en Chubut. Protege un paisaje costero único con formaciones rocosas de colores intensos y una rica biodiversidad marina, incluyendo bosques de cachiyuyo. Es un área importante para lobos marinos, aves y la pesca artesanal.",Rocas Coloradas,,"It is a provincial Protected Natural Area in Chubut. It protects a unique coastal landscape with intensely colored rock formations and rich marine biodiversity, including kelp forests. It is an important area for sea lions, birds, and artisanal fishing.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
PNTF,Parque Nacional Tierra del Fuego,"Se refiere al Parque Nacional Tierra del Fuego, que protege una franja de la costa del Canal Beagle, bosques subantárticos y ambientes de montaña.",Tierra del Fuego,,"It refers to the Tierra del Fuego National Park, which protects a strip of the Beagle Channel coast, subantarctic forests, and mountain environments.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
AMPYA,Área Marina Protegida y Parque Nacional Yaganes,"Es un Área Marina Protegida y Parque Nacional en la zona sur del Mar Argentino. Protege un sistema de montes submarinos y cañones en la zona de influencia de la Corriente de Malvinas, un área de alta productividad y biodiversidad.",Yaganes,,"It is a Marine Protected Area and National Park in the southern zone of the Argentine Sea. It protects a system of seamounts and canyons in the zone of influence of the Malvinas Current, an area of high productivity and biodiversity.",,,PAREA,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
FCZ,Área de veda,"Es una zona geográfica delimitada donde se prohíbe o restringe la actividad pesquera, ya sea de forma temporal (estacional) o permanente. El objetivo es proteger los recursos marinos, permitiendo la recuperación de stocks, la conservación de hábitats o la protección de etapas críticas del ciclo de vida de las especies (como el desove y la cría).",Closed Area (Fishery Closure),,"It is a delimited geographical zone where fishing activity is prohibited or restricted, either temporarily (seasonal) or permanently. The objective is to protect marine resources, allowing for stock recovery, habitat conservation, or the protection of critical life cycle stages of species (such as spawning and nursery).",,,,,"Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
GEOFEATMARINE,Entidad geográfica marina,"Un rasgo natural, identificable y significativo del fondo marino o de la masa de agua suprayacente.",Marine geographic feature,,"A natural, identifiable, and significant feature of the seabed or the overlying water mass.",,,,"GEOFEATGULF
GEOFEATBAY
GEOFEATCOVE
GEOFEATINLET
GEOFEATSMCOVE
GEOFEATROADST
GEOFEATRIA
GEOFEATESTUARY
GEOFEATLAGOON
GEOFEATDELTA
GEOFEATSHELF
GEOFEATSLOPE
GEOFEATISLOPE
GEOFEATPLAIN
GEOFEATBANK
GEOFEATTRENCH
GEOFEATRIDGE
GEOFEATSTRAIT
GEOFEATCHANNEL
GEOFEATREEF
GEOFEATCAPE
GEOFEATPENIN
GEOFEATISLAND","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
GEOFEATGULF,Golfo,"Una gran extensión de mar que se interna en la tierra, generalmente más grande y con una abertura más ancha que una bahía.",Gulf,,"A large area of sea that extends into the land, generally larger and with a wider opening than a bay.",,,GEOFEATMARINE,"GOLNUE
GOLSJO
GOLSJS
GOLSMT","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
GOLNUE,Golfo Nuevo,"Golfo en la costa de la provincia de Chubut, encerrado por la Península Valdés, Argentina.",Nuevo Gulf,,"Gulf on the coast of Chubut province, enclosed by Península Valdés, Argentina.",https://www.openstreetmap.org/relation/2703388,,GEOFEATGULF,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.732 -64.576,-42.730 -64.574,FALSE
GOLSJO,Golfo San Jorge,"Golfo en la costa atlántica de la Patagonia, entre las provincias de Chubut y Santa Cruz, Argentina.",San Jorge Gulf,,"Gulf on the Atlantic coast of Patagonia, between Chubut and Santa Cruz provinces, Argentina.",https://www.openstreetmap.org/relation/3170180,,GEOFEATGULF,,Definición adaptada de la toponimia de OpenStreetMap,,,-46.013 -66.575,-46.011 -66.573,FALSE
GOLSJS,Golfo San José,"Golfo en la costa de la provincia de Chubut, encerrado por la Península Valdés, Argentina.",San José Gulf,,"Gulf on the coast of Chubut province, enclosed by Península Valdés, Argentina.",https://www.openstreetmap.org/relation/5760462,,GEOFEATGULF,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.338 -64.332,-42.336 -64.330,FALSE
GOLSMT,Golfo San Matías,"Golfo en la costa atlántica de la Patagonia, entre las provincias de Río Negro y Chubut, Argentina.",San Matías Gulf,,"Gulf on the Atlantic coast of Patagonia, between Río Negro and Chubut provinces, Argentina.",https://www.openstreetmap.org/relation/5760512,,GEOFEATGULF,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.474 -63.740,-41.472 -63.738,FALSE
GEOFEATBAY,Bahía,"Una entrada de mar en la costa, de extensión considerable, que puede servir de abrigo para la navegación. Es más pequeña que un golfo.",Bay,,"An indentation of the sea into the coastline, of considerable extent, which can provide shelter for navigation. It is smaller than a gulf.",,,GEOFEATMARINE,"BAYAGU
BAYALB
BAYANE
BAYANU
BAYBAL
BAYBLA
BAYBLO
BAYBUE
BAYBUS
BAYCAM
BAYCAN
BAYCAY
BAYCOL
BAYCON
BAYCRA
BAYCRE
BAYCRO
BAYCRU
BAYPAR
BAYNOD
BAYVIE
BAYNUN
BAYSAM
BAYUSH
BAYFON
BAYDESV
BAYDOR
BAYPIQ
BAYENG
ENSZAR
BAYFAL
BAYFER
BAYFLI
BAYFRA
BAYGAL
BAYGLL
BAYGIL
BAYGOL
BAYJAN
BAYLAN
BAYLAP
BAYLAU
BAYMAG
BAYMAZ
BAYMAZA
BAYMEL
BAYMIG
BAYOSO
BAYPAC
BAYPON
BAYPOZ
BAYREL
BAYROS
BAYSAN
BAYSBL
BAYSGR
BAYSJU
BAYSSE
BAYSLO
BAYSOL
BAYTHE
BAYUNI
BAYURU
BAYVAL
BAYVERA
BAYVER
BAYYOR
BAYBH
BAYRLA
BAYSJS","Gabinete de oceanografía fisica, INIDEP.",,,,,FALSE
BAYAGU,Bahía Aguirre,"Bahía en la costa sur de la Península Mitre, provincia de Tierra del Fuego, Argentina.",Aguirre Bay,,"Bay on the southern coast of Península Mitre, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/5185175,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.933 -65.852,-54.931 -65.850,FALSE
BAYALB,Bahía Almirante Brown,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Almirante Brown Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/8183037,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.861 -67.510,-54.859 -67.508,FALSE
BAYANE,Bahía Anegada,"Bahía en la costa sur de la provincia de Buenos Aires, Argentina.",Anegada Bay,,"Bay on the southern coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/11034879,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.129 -62.192,-40.127 -62.190,FALSE
BAYANU,Bahía Año Nuevo,"Bahía en la Isla Observatorio, Archipiélago de Año Nuevo, provincia de Tierra del Fuego, Argentina.",Año Nuevo Bay,,"Bay on Isla Observatorio, Año Nuevo Archipelago, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/7711394,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.746 -64.101,-54.744 -64.098,FALSE
BAYBAL,Bahía Ballenas,"Bahía en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Ballenas Bay,,"Bay on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/11146483,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.831 -64.776,-40.829 -64.774,FALSE
BAYBLA,Bahía Blanca,"Gran bahía y estuario en la costa de la provincia de Buenos Aires, Argentina.",Bahía Blanca,,"Large bay and estuary on the coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/10992702,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-38.995 -62.006,-38.993 -62.004,FALSE
BAYBLO,Bahía Blossom,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Blossom Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/7711393,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.789 -63.991,-54.787 -63.988,FALSE
BAYBUE,Bahía Buen Suceso,"Bahía en la costa occidental del Estrecho de Le Maire, provincia de Tierra del Fuego, Argentina.",Buen Suceso Bay,,"Bay on the western coast of the Le Maire Strait, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/5179577,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.799 -65.236,-54.797 -65.233,FALSE
BAYBUS,Bahía Bustamante,"Bahía en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Bustamante Bay,,"Bay on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948055,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.095 -66.409,-45.093 -66.407,FALSE
BAYCAM,Bahía Camarones,"Bahía en la costa de la provincia de Chubut, Argentina.",Camarones Bay,,"Bay on the coast of Chubut province, Argentina.",https://www.openstreetmap.org/relation/10813375,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-44.750 -65.544,-44.748 -65.542,FALSE
BAYCAN,Bahía Capitán Cánepa,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Capitán Cánepa Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/2717382,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.847 -64.487,-54.845 -64.484,FALSE
BAYCAY,Bahía Cayetano,"Bahía en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Cayetano Bay,,"Bay on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948054,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.030 -65.772,-45.028 -65.770,FALSE
BAYCOL,Bahía Colnett,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Colnett Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/7711390,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.730 -64.282,-54.728 -64.280,FALSE
BAYCON,Bahía Concordia,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Concordia Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/18456235,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.818 -66.140,-47.816 -66.138,FALSE
BAYCRA,Bahía Cracker,"Bahía en la costa de la Península Valdés, provincia de Chubut, Argentina.",Cracker Bay,,"Bay on the coast of Península Valdés, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12309424,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.939 -64.436,-42.937 -64.434,FALSE
BAYCRE,Bahía Creek,"Bahía en la costa del Golfo San Matías, provincia de Río Negro, Argentina.",Creek Bay,,"Bay on the coast of the San Matías Gulf, Río Negro province, Argentina.",https://www.openstreetmap.org/relation/11146481,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.081 -63.990,-41.079 -63.988,FALSE
BAYCRO,Bahía Crossley,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Crossley Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/5451270,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.796 -64.693,-54.794 -64.690,FALSE
BAYCRU,Bahía Cruz,"Bahía en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Cruz Bay,,"Bay on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948047,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-44.443 -65.286,-44.441 -65.284,FALSE
BAYPAR,Bahía de la Paraná,"Bahía en el Golfo Nuevo, provincia de Chubut, Argentina.",de la Paraná Bay,,"Bay in the Golfo Nuevo, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12331191,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.799 -64.921,-42.797 -64.919,FALSE
BAYNOD,Bahía de los Nodales,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",de los Nodales Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/12953653,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-48.007 -65.888,-48.005 -65.886,FALSE
BAYVIE,Bahía de los Vientos,"Bahía en la costa de la provincia de Buenos Aires, Argentina.",de los Vientos Bay,,"Bay on the coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/13571868,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-38.570 -58.644,-38.568 -58.642,FALSE
BAYNUN,Bahía de Núñez,"Bahía en la costa del Río de la Plata, en la Ciudad de Buenos Aires, Argentina.",Núñez Bay,,"Bay on the coast of the Río de la Plata, in Buenos Aires City, Argentina.",https://www.openstreetmap.org/relation/26189888,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-34.538 -58.453,-34.537 -58.451,FALSE
BAYSAM,Bahía de Samborombón,"Gran bahía en la costa de la provincia de Buenos Aires, en la desembocadura del Río de la Plata.",Samborombón Bay,,"Large bay on the coast of Buenos Aires province, at the mouth of the Río de la Plata.",https://www.openstreetmap.org/relation/10567347,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-35.894 -57.083,-35.892 -57.081,FALSE
BAYUSH,Bahía de Ushuaia,"Bahía en el Canal Beagle sobre la que se asienta la ciudad de Ushuaia, provincia de Tierra del Fuego, Argentina.",Ushuaia Bay,,"Bay in the Beagle Channel on which the city of Ushuaia is located, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/12564506,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.818 -68.254,-54.816 -68.252,FALSE
BAYFON,Bahía del Fondo,"Bahía en la costa de la ciudad de Comodoro Rivadavia, provincia de Chubut, Argentina.",del Fondo Bay,,"Bay on the coast of Comodoro Rivadavia city, Chubut province, Argentina.",https://www.openstreetmap.org/relation/8187517,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-46.055 -67.617,-46.053 -67.614,FALSE
BAYDESV,Bahía Desvelos,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Desvelos Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/12953652,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-48.225 -66.151,-48.223 -66.149,FALSE
BAYDOR,Bahía Dorada,"Bahía en la costa atlántica de la provincia de Río Negro, Argentina.",Dorada Bay,,"Bay on the Atlantic coast of Río Negro province, Argentina.",https://www.openstreetmap.org/relation/737678055,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.852 -65.035,-41.850 -65.032,FALSE
BAYPIQ,Bahía El Pique,"Bahía en la costa norte de la provincia de Santa Cruz, Argentina.",El Pique Bay,,"Bay on the northern coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/2293614323,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-48.125 -66.452,-48.124 -66.450,FALSE
BAYENG,Bahía Engaño,"Bahía en la desembocadura del Río Chubut, provincia de Chubut, Argentina.",Engaño Bay,,"Bay at the mouth of the Chubut River, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948006,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-43.204 -64.695,-43.202 -64.692,FALSE
ENSZAR,Bahía Ensenada Zaratiegui,"Ensenada dentro de la Bahía Lapataia, Parque Nacional Tierra del Fuego, Argentina.",Ensenada Zaratiegui Bay,,"Cove within Lapataia Bay, Tierra del Fuego National Park, Argentina.",https://www.openstreetmap.org/relation/8095959,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.854 -68.482,-54.852 -68.480,FALSE
BAYFAL,Bahía Falsa,"Bahía dentro del estuario de Bahía Blanca, provincia de Buenos Aires, Argentina.",Falsa Bay,,"Bay within the Bahía Blanca estuary, Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/11479500,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.164 -62.084,-39.162 -62.082,FALSE
BAYFER,Bahía Ferreyra,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Ferreyra Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/436051247,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.740 -63.805,-54.739 -63.803,FALSE
BAYFLI,Bahía Flinders,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Flinders Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/5451271,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.776 -64.579,-54.774 -64.576,FALSE
BAYFRA,Bahía Franklin,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Franklin Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/7711388,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.875 -64.698,-54.873 -64.695,FALSE
BAYGAL,Bahía Galeses,"Bahía en el Golfo Nuevo, provincia de Chubut, Argentina.",Galeses Bay,,"Bay in the Golfo Nuevo, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12331190,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.741 -65.017,-42.739 -65.015,FALSE
BAYGLL,Bahía Gallegos,"Bahía formada por el estuario del Río Gallegos, provincia de Santa Cruz, Argentina.",Gallegos Bay,,"Bay formed by the estuary of the Río Gallegos, Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/18466582,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-51.584 -69.062,-51.582 -69.060,FALSE
BAYGIL,Bahía Gil,"Bahía en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",Gil Bay,,"Bay on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12953653,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.045 -65.673,-45.043 -65.671,FALSE
BAYGOL,Bahía Golondrina,"Bahía adyacente a la ciudad de Ushuaia, provincia de Tierra del Fuego, Argentina.",Golondrina Bay,,"Bay adjacent to the city of Ushuaia, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/8095960,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.840 -68.346,-54.838 -68.343,FALSE
BAYJAN,Bahía Janssen,"Bahía en la costa de la provincia de Chubut, Argentina.",Janssen Bay,,"Bay on the coast of Chubut province, Argentina.",https://www.openstreetmap.org/relation/10873453,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-44.012 -65.222,-44.010 -65.220,FALSE
BAYLAN,Bahía Lángara,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Lángara Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/12955742,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-46.672 -67.207,-46.670 -67.205,FALSE
BAYLAP,Bahía Lapataia,"Bahía en el Canal Beagle, dentro del Parque Nacional Tierra del Fuego, Argentina. Marca el final de la Ruta Nacional 3.",Lapataia Bay,,"Bay in the Beagle Channel, within Tierra del Fuego National Park, Argentina. It marks the end of National Route 3.",https://www.openstreetmap.org/relation/7183421,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.860 -68.539,-54.858 -68.537,FALSE
BAYLAU,Bahía Laura,"Bahía en la costa de la provincia de Santa Cruz, Argentina, designada como reserva natural.",Laura Bay,,"Bay on the coast of Santa Cruz province, Argentina, designated as a nature reserve.",https://www.openstreetmap.org/relation/12953651,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-48.375 -66.418,-48.373 -66.416,FALSE
BAYMAG,Bahía Magallanes,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Magallanes Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/18456236,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.773 -65.871,-47.771 -65.869,FALSE
BAYMAZ,Bahía Mazaredo,"Bahía ubicada en la costa de la provincia de Santa Cruz, Argentina.",Mazaredo Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/3504180829,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.036 -66.632,-47.034 -66.629,FALSE
BAYMAZA,Bahía Mazarredo,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Mazarredo Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/12955743,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-46.958 -66.726,-46.956 -66.724,FALSE
BAYMEL,Bahía Melo,"Bahía en la costa atlántica de la provincia de Chubut, Argentina.",Melo Bay,,"Bay on the Atlantic coast of Chubut province, Argentina.",https://www.openstreetmap.org/relation/18902264,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-42.114 -71.698,-42.112 -71.696,FALSE
BAYMIG,Bahía Miguel,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",Miguel Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/14149094,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.655 -64.180,-54.653 -64.177,FALSE
BAYOSO,Bahía Oso Marino,"Bahía en la costa de la provincia de Santa Cruz, Argentina.",Oso Marino Bay,,"Bay on the coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/8293251,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-47.933 -65.779,-47.931 -65.777,FALSE
BAYPAC,Bahía Packewaia,"Bahía en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Packewaia Bay,,"Bay on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/11251869,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.910 -67.453,-54.908 -67.450,FALSE
BAYPON,Bahía Ponsati,"Bahía en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Ponsati Bay,,"Bay on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/11252068,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.879 -67.320,-54.877 -67.318,FALSE
BAYPOZ,Bahía Pozos,"Bahía en la costa atlántica de la provincia de Río Negro, Argentina.",Pozos Bay,,"Bay on the Atlantic coast of Río Negro province, Argentina.",https://www.openstreetmap.org/relation/740782305,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.559 -64.995,-41.557 -64.993,FALSE
BAYREL,Bahía Relegada,"Bahía en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Relegada Bay,,"Bay on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/11252072,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.875 -67.353,-54.873 -67.351,FALSE
BAYROS,Bahía Rosas,"Bahía en la costa atlántica de la provincia de Río Negro, Argentina.",Rosas Bay,,"Bay on the Atlantic coast of Río Negro province, Argentina.",https://www.openstreetmap.org/relation/11146482,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-41.157 -63.356,-41.155 -63.353,FALSE
BAYSAN,Bahía San Antonio,"Bahía en la Isla de los Estados, provincia de Tierra del Fuego, Argentina.",San Antonio Bay,,"Bay on Isla de los Estados, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/6467712,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.763 -64.444,-54.761 -64.441,FALSE
BAYSBL,Bahía San Blas,"Bahía en la costa sur de la provincia de Buenos Aires, Argentina.",San Blas Bay,,"Bay on the southern coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/15093094,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-40.475 -62.285,-40.473 -62.283,FALSE
BAYSGR,Bahía San Gregorio,"Bahía en la costa norte del Golfo San Jorge, provincia de Chubut, Argentina.",San Gregorio Bay,,"Bay on the northern coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12948051,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.014 -65.606,-45.012 -65.604,FALSE
BAYSJU,Bahía San Julián,"Bahía en la costa atlántica de la provincia de Santa Cruz, Argentina.",San Julián Bay,,"Bay on the Atlantic coast of Santa Cruz province, Argentina.",https://www.openstreetmap.org/relation/1987157,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-49.327 -67.750,-49.325 -67.748,FALSE
BAYSSE,Bahía San Sebastián,"Gran bahía semicircular en la costa atlántica de la provincia de Tierra del Fuego, Argentina.",San Sebastián Bay,,"Large semicircular bay on the Atlantic coast of Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/4822353,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-53.165 -68.388,-53.163 -68.385,FALSE
BAYSLO,Bahía Sloggett,"Bahía en la costa sur de la Isla Grande de Tierra del Fuego, Argentina.",Sloggett Bay,,"Bay on the southern coast of Isla Grande de Tierra del Fuego, Argentina.",https://www.openstreetmap.org/relation/7238423,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-55.013 -66.284,-55.011 -66.281,FALSE
BAYSOL,Bahía Solano,"Bahía en la costa del Golfo San Jorge, provincia de Chubut, Argentina.",Solano Bay,,"Bay on the coast of the San Jorge Gulf, Chubut province, Argentina.",https://www.openstreetmap.org/relation/12955741,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-45.621 -67.293,-45.619 -67.291,FALSE
BAYTHE,Bahía Thetis,"Bahía en la costa de la Península Mitre, provincia de Tierra del Fuego, Argentina.",Thetis Bay,,"Bay on the coast of Península Mitre, Tierra del Fuego province, Argentina.",https://www.openstreetmap.org/relation/7386190,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-54.654 -65.257,-54.652 -65.254,FALSE
BAYUNI,Bahía Unión,"Bahía en la costa sur de la provincia de Buenos Aires, Argentina.",Unión Bay,,"Bay on the southern coast of Buenos Aires province, Argentina.",https://www.openstreetmap.org/relation/15093019,,GEOFEATBAY,,Definición adaptada de la toponimia de OpenStreetMap,,,-39.942 -62.209,-39.940 -62.207,FALSE
